"UPC/EAN/ISBN","Item Name","Category","category_mapped","product_type"
"9112","Dreamron Hair Colour (5 Minutes)","other","Other","Unit"
"9553","Dreamron Hair Straightner 160Ml Salon Pack","CERAM","Other","Packet"
"6889","Dreamron Henna","powder","Other","Unit"
"6891","Dreamron Henna Tin","powder","Other","Packet"
"9141","Dreamron King Coconut 200Ml","other","Other","Unit"
"2305","Dreamron Nail Polish Remover 100Ml","sprit","Other","Unit"
"2308","Dreamron Shampoo 100Ml","shampoo","Personal Care","Unit"
"2317","Dreamron Shampoo 200Ml A/d","shampoo","Personal Care","Unit"
"9573","Dreamron Shampoo 80Ml Packet","shampoo","Personal Care","Packet"
"2312","Dreamron Shampoo A/d100ml","others","Personal Care","Unit"
"2307","Dreamron Shampoo Aloevera 200Ml","shampoo","Personal Care","Unit"
"2309","Dreamron Shampoo Amla 200Ml","","Personal Care","Unit"
"2310","Dreamron Shampoo Anti Breakage 100Ml","shampoo","Personal Care","Unit"
"2313","Dreamron Shampoo King Coconut 200Ml","","Personal Care","Unit"
"1676","Dreamron Silicon Oil 100 Ml","silicon oil","Other","Unit"
"2320","Dreamron Silicone Treatment Tonic 25Mll","oil","Other","Unit"
"2321","Dreamron Silicone Treatment Tonic 50Ml","oil","Other","Unit"
"9142","Dreamron Straight Protective Shampoo","shampoo","Personal Care","Unit"
"1088","Drezole B","Cream","Personal Care","Cream/Ointment"
"1303","Drift Ointment","ointment","Medicine","Cream/Ointment"
"10050","Drink Cup","other","Beverage","Unit"
"5887","Dronis","Tablet","Medicine","Tablet"
"2322","Drontal Plus","Other","Other","Unit"
"2324","Droplet 28 G","","Medicine","Unit"
"9034","Droppers","other","Other","Unit"
"2329","Dry Nil Kids","cream","Personal Care","Cream/Ointment"
"9009","Dry Off 10","cream","Personal Care","Cream/Ointment"
"2325","Dry Off 5","cream","Personal Care","Cream/Ointment"
"6840","Dry Oinment","cream","Personal Care","Cream/Ointment"
"2326","Dry Out Soap","soap","Personal Care","Unit"
"2327","Dry Zero 10","cream","Personal Care","Cream/Ointment"
"5537","Drylife Drop","Drop","Other","Drops"
"2330","Dryzero 05","cream","Personal Care","Cream/Ointment"
"2331","Dryzero 10","cream","Personal Care","Cream/Ointment"
"8095","Dualac Satchet","sache","Other","Unit"
"2332","Dubur Hony","","Other","Unit"
"2333","Duinum Tab","","Medicine","Tablet"
"5947","Dulax Tab","Tablet","Medicine","Tablet"
"2334","Dumasules","Capsule","Medicine","Capsule"
"2336","Duo Trav Eye Drop","eye drops","Medicine","Drops"
"2337","Duocard 10Mg","Tablet","Medicine","Tablet"
"5908","Duocard 5Mg","Tablet","Medicine","Tablet"
"2338","Duphaston 10 Mg","Tablet","Medicine","Tablet"
"4572","Duprost0.5mg","Capsule","Medicine","Capsule"
"2339","Duracef Cap 200","Tablet","Medicine","Tablet"
"2340","Duracef Suspention 30Ml","syrup","Medicine","Syrup"
"2341","Duracef Suspention 50Ml","syrup","Medicine","Syrup"
"2342","Duralyn Cr 200Mg","Tablet","Medicine","Tablet"
"","Durex Condom","condoms","Other","Unit"
"2343","Durol 100Ml","Syrup","Medicine","Syrup"
"2344","Durol 200 Ml","","Other","Unit"
"8352","Durol Syrup New","syrup","Medicine","Syrup"
"1093","Dutamax 0.5Mg","capsule","Medicine","Capsule"
"2345","Duzela 20 Mg","Tablet","Medicine","Tablet"
"2346","Duzela 30 Mg","Tablet","Medicine","Tablet"
"2347","Duzela 60","Tablet","Medicine","Tablet"
"2348","Dvt 18 L","","Other","Unit"
"2349","Dvt 18 M","","Other","Unit"
"2350","Dvt S","","Other","Unit"
"2351","Dvt Xl","","Other","Unit"
"2352","Dvt Xs","","Other","Unit"
"2353","Dyana Arm Sling","other","Other","Unit"
"2354","Dylax 5Mg","","Other","Unit"
"2359","Dyna Arm Sling - 1601 S","","Other","Unit"
"2358","Dyna Arm Sling Junior","other","Other","Unit"
"2360","Dyna Carvel L","","Other","Unit"
"2361","Dyna Clavicle Brace","","Other","Unit"
"2355","Dyna Clavicle Brace L","","Other","Unit"
"2356","Dyna Clavicle Brace M","","Other","Unit"
"2362","Dyna Knee Support","knee suport","Other","Unit"
"2363","Dyna Knee Support M","","Other","Unit"
"2364","Dyna Knee Support Xl","knee support","Other","Unit"
"2369","Dyna Lumbo Corset - 1301 Size 34","","Other","Unit"
"2370","Dyna Lumbo Corset - 1301 Size 38","","Other","Unit"
"2365","Dyna Lumbo Corset 32","","Other","Unit"
"2366","Dyna Lumbo Corset 40","","Other","Unit"
"2367","Dyna Lumbo Corset 46","","Other","Unit"
"2368","Dyna Lumbo Corset Size 44","","Other","Unit"
"2371","Dyna Sego Ankle Support","ankle support","Other","Unit"
"2372","Dyna Sego Elbow Support (S)","","Other","Unit"
"2373","Dyna Sego Shoulder Support (L)","","Other","Unit"
"2374","Dyna Sego Shoulder Support (S)","","Other","Unit"
"2375","Dyna Shoulder Immobiliser","","Other","Unit"
"2376","Dyna Shoulder Immobiliser S","","Other","Unit"
"2377","Dyna Soft Cervical Collar","collar","Other","Unit"
"2378","Dyna Soft Cervical Coller L","","Other","Unit"
"2379","Dyna Soft Cervical Coller M","","Other","Unit"
"2380","Dyna Tennis Elbow Support","","Other","Unit"
"2381","Dyna Tubifix-d","","Other","Unit"
"2382","Dynapar Qps Solution 30Ml","Spray","Personal Care","Unit"
"9410","Dytor 10Mg","other","Other","Unit"
"2383","E - 400","","Other","Unit"
"9665","E 400G","Capsule","Medicine","Capsule"
"1477","E C G Gel","gel.","Medicine","Cream/Ointment"
"9220","E Cap 400","Capsule","Medicine","Capsule"
"2384","E Cox 90","","Other","Unit"
"2385","E Nat 400","Capsule","Medicine","Capsule"
"2386","E-cap 400 400Mg","","Medicine","Capsule"
"2387","Ear Plug","other","Other","Unit"
"10009","Ear Plug Silicon","surgical item","Other","Unit"
"2388","Easicath Cathita","","Other","Unit"
"6027","Easy Freinds Adult Diapers (M)","Other","Baby Care","Unit"
"6028","Easy Friends Adult Diapers (L)","Other","Baby Care","Unit"
"2389","Easy Glide","others","Other","Unit"
"2390","Easy Glide Delay","","Other","Unit"
"2396","Easy Pant (L) 8Pcs","Other","Other","Unit"
"2391","Easy Pant 8 M","Other","Other","Unit"
"2392","Easy Pant 8 Xl","Other","Other","Unit"
"2393","Easy Pant Jumbo (M)","Other","Other","Unit"
"2395","Easy Pant Jumbo (Xl)","","Other","Unit"
"2394","Easy Pant Jumbo Xxl","","Other","Unit"
"2398","Easy Wear Adult Diaper L","","Baby Care","Unit"
"2399","Easy Wear Adult Diaper L-xl","","Baby Care","Unit"
"2400","Easy Wear Adult Diaper L-xxl","","Baby Care","Unit"
"2401","Easy Wear Adult Diaper M 10Pcs","Other","Baby Care","Unit"
"5955","Eazy Pant 18Pcs","Other","Other","Unit"
"5956","Eazy Pant 18Pcs L","Other","Other","Unit"
"5957","Eazy Pant 18Pcs Xl","Other","Other","Unit"
"2402","Eazy Pant 8Pcs M","","Other","Unit"
"2403","Eazy Pant 8Pcs S","","Other","Unit"
"2404","Eazy Pants Jumbo(small)","Other","Other","Unit"
"2405","Eco Balm Mosquito Spray 100Ml","Spray","Personal Care","Unit"
"2406","Eco Balm Mosquito Spray 40Ml","","Personal Care","Unit"
"9080","Eco Balm Oil 3Ml","oil","Other","Unit"
"2408","Ecocort Cream 15G","cream","Personal Care","Cream/Ointment"
"7515","Ecolac Syrup 100Ml","Syrup","Medicine","Syrup"
"8156","Econazine Cream","Cream","Personal Care","Cream/Ointment"
"5901","Econazine Cream 20Gm","cream","Personal Care","Cream/Ointment"
"2409","Econopred","","Other","Unit"
"2410","Ecorin 75","Tablet","Medicine","Tablet"
"2411","Ecorin Tabs 150Mg 10 X 10 S","Tablet","Medicine","Tablet"
"2412","Ecosprin 150Mg","Tablet","Medicine","Tablet"
"2413","Ecosprin 75Mg","Tablet","Medicine","Tablet"
"2414","Efatop Pe Cream 60Gm","cream","Personal Care","Cream/Ointment"
"2416","Eg 25Mg","Tablet","Medicine","Tablet"
"2415","Eg 10Mg Tabs","Tablet","Medicine","Tablet"
"2417","Eg-25","","Other","Unit"
"9226","Ejelag 30Mg","other","Other","Unit"
"9232","Ejelag 60Mg","other","Other","Unit"
"2418","Ejelag Inventia 30","","Other","Unit"
"8420","Elasticated Tubular Bandage D","bandage","Other","Unit"
"2419","Elasto Creap 3X5","","Other","Unit"
"2420","Elasto Creap 4X5","none","Other","Unit"
"2421","Elasto Plaster (30Cm)","Other","Other","Unit"
"9219","Elasto Plaster 7.5X4.5","other","Other","Unit"
"6861","Elasto Plaster Surgiband","plaster","Other","Unit"
"4898","Elasto Plaster Us","plaster","Other","Unit"
"9033","Elastro Crepe Bandage 3'","bandage","Other","Unit"
"7636","Elastro Paster Roll","plaster","Other","Unit"
"5924","Eligi Thel","Other","Other","Unit"
"2422","Ellgy Corns & Warts","liquid","Other","Unit"
"2423","Ellgy Plus 50G","Other","Other","Unit"
"2424","Elnova Lumbo Corset S","bandage","Other","Unit"
"2425","Elocid","","Other","Unit"
"5572","Elocid 20Mg","Capsule","Medicine","Capsule"
"2426","Elomet Cream 5G","cream","Personal Care","Cream/Ointment"
"2427","Elovera Cream 50G","","Personal Care","Cream/Ointment"
"2428","Eltus-h Syrup","syrup","Medicine","Syrup"
"8160","Elzer 5Mg","Tablet.","Medicine","Tablet"
"2429","Elzer 5Mg","","Other","Unit"
"2430","Emami 7 Oils In One 100Ml","Other","Other","Unit"
"2431","Emami 7 Oils In One 50Ml","oil","Other","Unit"
"9558","Emami 7Oil In One 200Ml","oil","Other","Unit"
"2434","Emami Amla Plus 100Ml","oil","Other","Unit"
"9690","Emami Amla Plus 200Ml","oil","Other","Unit"
"2432","Emami Amla Plus 50Ml","oil","Other","Unit"
"9124","Emami F&h Oil Control Cream 25G","cream","Personal Care","Cream/Ointment"
"2435","Emami Face Wash Gents","FACE WASH","Personal Care","Unit"
"2437","Emami Fair And Handsom 15G","cream","Personal Care","Cream/Ointment"
"99999","Emami Fair And Handsome 30Gm","other","Other","Unit"
"10000","Emami Fair And Handsome 60Gm","other","Other","Unit"
"9524","Emami Fair And Handsome Advance Oil Control Cream","cream","Personal Care","Cream/Ointment"
"9139","Emami Fair And Teens","other","Other","Unit"
"5262","Emami He Body Perfume","perfume","Personal Care","Unit"
"5261","Emami He Body Spray","prefume","Personal Care","Unit"
"5970","Emami Kesh King Oil","oil","Other","Unit"
"5971","Emami Kesh King Oil 100Ml","oil","Other","Unit"
"10001","Emami Oil Cotrol 25Gm","other","Other","Unit"
"2439","Emcon Pill 1","Tablet.","Medicine","Tablet"
"2440","Emeset Tab 4Mg","","Medicine","Tablet"
"6155","Emfogen 25Mg","Tablet","Medicine","Tablet"
"10042","Emglin 10 Mg","Tablet","Medicine","Tablet"
"2441","Emglin 25Mg","Tablet","Medicine","Tablet"
"2443","Emistat 4Mg","Tablet","Medicine","Tablet"
"2442","Emistat Syrup","syrup","Medicine","Syrup"
"2444","Emitop 10Mg","Tablet","Medicine","Tablet"
"2445","Emla 5% Cream","cream","Personal Care","Cream/Ointment"
"2446","Emo-d Cream 50Mg","","Personal Care","Cream/Ointment"
"5825","Emoderm Cream","cream","Personal Care","Cream/Ointment"
"2447","Emodium Caps","","Other","Unit"
"2448","Emordem Cream","","Personal Care","Cream/Ointment"
"2449","Empa 10","Tablet","Medicine","Tablet"
"8054","Empa 25Mg","Tablet","Medicine","Tablet"
"2451","Empa Mama","","Other","Unit"
"9786","Empaglo 10Mg","Tablet","Medicine","Tablet"
"9785","Empaglo 25Mg","Tablet","Medicine","Tablet"
"2899","Empamor 10Mg","tablets","Other","Unit"
"8345","Empamor 25Mg","Tablet","Medicine","Tablet"
"2450","Empavic 10 Mg","Tablet","Medicine","Tablet"
"7596","Empavic 25Mg","Tablet","Medicine","Tablet"
"2452","Empazin 10 Mg","Tablet","Medicine","Tablet"
"7590","Empiget 10Mg","Capsule","Medicine","Capsule"
"7591","Empiget 25Mg","Capsule","Medicine","Capsule"
"9196","Emprez 20Mg","other","Other","Unit"
"9197","Emprez 40Mg","other","Other","Unit"
"8026","Emtan 50Mg","Tablet","Medicine","Tablet"
"8061","Emulsifying Cream","oinment","Personal Care","Cream/Ointment"
"2453","Emulsifying Oinment","Other","Other","Unit"
"5643","Emzin 10Mg","Tablet","Medicine","Tablet"
"8158","Emzin 25Mg","Tablet","Medicine","Tablet"
"2454","Emzole Cream 15Mg","cream","Personal Care","Cream/Ointment"
"2455","Emzole F Ointment 15Gm","cream","Personal Care","Cream/Ointment"
"5559","Enalapril 10Mg Tablet (Spc)","Tablet","Medicine","Tablet"
"2456","Enalapril Maleate Tab (Spc) 10Mg","Tablet","Medicine","Tablet"
"2457","Enalapril Maleate Tab (Spc) 5Mg","Tablet","Medicine","Tablet"
"2458","Enam 10 Mg","","Medicine","Unit"
"2459","Enam 5 Mg","Tablet","Medicine","Tablet"
"2460","Enarvon C","","Other","Unit"
"2463","Enchanteur Body Lotion","Other","Personal Care","Cream/Ointment"
"2464","Enchanteur Colomge 120G","Other","Other","Unit"
"2462","Enchanteur Deodoran 50Ml","Other","Other","Unit"
"2461","Enchanteur Powder","Other","Other","Unit"
"1792","Encilor 10","Tablet","Medicine","Tablet"
"2465","Encorate 200 Mg","Tablet","Medicine","Tablet"
"2468","Encorate Chrono 200 Mg","Tablet","Medicine","Tablet"
"2466","Encorate Chrono 300 Mg","Tablet","Medicine","Tablet"
"2467","Encorate Chrono 500 Mg","Tablet","Medicine","Tablet"
"2469","Enderm Cream 15Gm","cream","Personal Care","Cream/Ointment"
"2944","Enderm Gm","cream","Personal Care","Cream/Ointment"
"2471","Enderm Ointment 15Gm","ointment","Medicine","Cream/Ointment"
"2472","Enderm-g Cream 15G","","Personal Care","Cream/Ointment"
"2473","Energy Drink","","Beverage","Unit"
"5554","Enervon C 30S","syrup","Medicine","Syrup"
"2474","Enervon Hp Vanila 400G","","Other","Unit"
"5913","Enfagrow A+3","milk powder","Snack","Unit"
"5914","Enfagrow A+4","milk powder","Snack","Unit"
"2476","Enfamama A+","milk powder","Snack","Unit"
"5911","Enfamil A+1","milk powder","Snack","Unit"
"5912","Enfamil A+2","TIN","Other","Packet"
"4868","Enfomama","milk powd","Beverage","Unit"
"2477","Enhancin 156.25 Syrup","Syrup","Medicine","Syrup"
"2478","Enhancin 375","Tablet","Medicine","Tablet"
"2479","Enhancin 625","Tablet","Medicine","Tablet"
"2480","Enium 20 Mg","","Medicine","Unit"
"9403","Eno Fruit Salt 5G (Orange Flavour)","other","Other","Unit"
"2481","Eno Powder Orange 5G","other","Other","Unit"
"5285","Enogra 100Mg","Tablet","Medicine","Tablet"
"2482","Ensome","","Other","Unit"
"4807","Ensure New","milk powder","Snack","Unit"
"2483","Ensure Powder Vanila 400G","milk powder","Snack","Unit"
"5318","Enter Dental Brush","brush","Other","Unit"
"6666","Entrasol 400G","milk powder","Snack","Unit"
"2484","Envas 10","Tablet","Medicine","Tablet"
"2485","Envas 5","Tablet","Medicine","Tablet"
"2486","Envilop (Medicine) L","","Other","Unit"
"2487","Envilop (Medicine) S","","Other","Unit"
"2488","Enzoxid 2.5 Gel","Other","Medicine","Cream/Ointment"
"2489","Enzoxid 5 Gel 20Gm","","Medicine","Cream/Ointment"
"2490","Epert Shampoo","","Personal Care","Unit"
"2491","Epiduo Gel 15G","","Medicine","Cream/Ointment"
"2492","Epiklin Lotion 15Ml","","Personal Care","Cream/Ointment"
"2493","Epilim 200","Tablet","Medicine","Tablet"
"8143","Epimate 25Mg","Tablet","Medicine","Tablet"
"8144","Epimate 50Mg Ex","Tablet","Medicine","Tablet"
"7639","Epipil 500Mg","Tablet","Medicine","Tablet"
"2494","Epnone 25Mg","Tablet","Medicine","Tablet"
"7583","Epo 1000Mg","Capsule","Medicine","Capsule"
"2495","Eposoft 1000Mg","Tablet","Medicine","Tablet"
"2496","Eposprin 150","","Other","Unit"
"2497","Eptoin 100Mg","Tablet","Medicine","Tablet"
"2498","Equal Serolol","","Other","Unit"
"2499","Equate Hand Sanitizer 500Ml","","Personal Care","Unit"
"2500","Equl Sweeter Tablet","","Medicine","Tablet"
"2501","Equl Sweetner Shese","","Other","Unit"
"2502","Era Dn","","Other","Unit"
"5885","Eradn 60Mg","Tablet","Medicine","Tablet"
"5925","Erandu Thel","Other","Other","Unit"
"10054","Eraser","othes","Other","Unit"
"1197","Erox 500Mg","Capsule","Medicine","Capsule"
"2504","Erox Kid 125Mg","","Other","Unit"
"2505","Eryn Gel","gel","Medicine","Cream/Ointment"
"2506","Erythrocin Syrup 100Ml","Syrup","Medicine","Syrup"
"2507","Erythrocin Tab 250Mg","Tablet","Medicine","Tablet"
"8094","Erythromycin 250Mg","Tablet","Medicine","Tablet"
"2508","Erythromycin 500Mg","Tablet","Medicine","Tablet"
"3538","Es-loprot 20Mg","tablet","Medicine","Tablet"
"7501","Es-loprot 40Mg","cream","Personal Care","Cream/Ointment"
"2509","Esay Pant 12 S","","Other","Unit"
"2510","Esay Pant Xxl","","Other","Unit"
"2511","Esomac 20Mg","Tablet","Medicine","Tablet"
"9178","Esomac 40Mg","other","Other","Unit"
"2515","Esome 40Mg","Capsule","Medicine","Capsule"
"8138","Esomeprazole 20Mg (Spc)","Tablet","Medicine","Tablet"
"7512","Esomivin 40Mg","Tablet","Medicine","Tablet"
"2518","Esoral 20","Tablet","Medicine","Tablet"
"2519","Esoral 40","Tablet","Medicine","Tablet"
"2521","Esozole 40G (Spc)","Tablet","Medicine","Tablet"
"2522","Esperal 250 Mg","Tablet","Medicine","Tablet"
"7571","Espra Cap 20Mg Expire","Capsule","Medicine","Capsule"
"7570","Espra Cap 40Mg Expired","Capsule","Medicine","Capsule"
"2523","Estazol-400","Tablet","Medicine","Tablet"
"2524","Esy Pant Jumbo Large","","Other","Unit"
"2525","Etatop Pe Cream 60 G","","Personal Care","Cream/Ointment"
"10095","Eto 60","Tablet","Medicine","Tablet"
"10097","Eto 90","Tablet","Medicine","Tablet"
"5691","Etoricoxib 60Mg (Spc)","Tablet","Medicine","Tablet"
"7538","Etoshine 90","Tablet","Medicine","Tablet"
"1046","Etrax 40Mg","Tablet","Medicine","Tablet"
"9228","Euca Powder 90G","other","Other","Unit"
"2526","Euglim 2","Tablet","Medicine","Tablet"
"2527","Euglim 4","Tablet","Medicine","Tablet"
"2528","Europyl - Kit","Tablet","Medicine","Tablet"
"9187","Euthyrox 50Mg","Tablet","Medicine","Tablet"
"9179","Euthyrox 100Mg","other","Other","Unit"
"9186","Euthyrox 25Mg","Tablet","Medicine","Tablet"
"2529","Eva","other","Other","Unit"
"9363","Eva 10","other","Other","Unit"
"2530","Eva Cotton Feel Wing Sachets","othres","Other","Unit"
"5966","Eva Cotton Feel Wings 20S","Other","Other","Unit"
"9095","Eva Dritex Wings (08 Pads)","other","Other","Unit"
"9096","Eva Dritex Wings 16Pds","other","Other","Unit"
"2533","Eva Dry Text","Other","Other","Unit"
"5965","Eva Drytex Wings 8S(24x1)","Other","Other","Unit"
"2535","Eva Femine Wash","others","Personal Care","Unit"
"2534","Eva Loop","other","Other","Unit"
"9567","Eva Stan 8Regular","pants","Other","Unit"
"2531","Eva Ultima Wings","Other","Other","Unit"
"2537","Evecare","","Other","Unit"
"2538","Everrose","","Other","Unit"
"8086","Everyday Fish Oil","CAP","Medicine","Capsule"
"2541","Evion 200Mg","Tablet","Medicine","Tablet"
"2540","Evion 400","Capsule","Medicine","Capsule"
"2539","Evion 600Mg","Tablet","Medicine","Tablet"
"2542","Evirose 400","","Other","Unit"
"9693","Evon Anti-wash Facial Wash","face wash","Personal Care","Unit"
"9129","Evon Cleansing Cream","cream","Personal Care","Cream/Ointment"
"9692","Evon Deodorant 30Ml","other","Personal Care","Unit"
"9694","Evon Shampoo (Anti-dandruff) 100Ml","shampoo","Personal Care","Unit"
"9695","Evon Shampoo (Shine & Glow)","shampoo","Personal Care","Unit"
"9696","Evon Silicone Conditiner 35Ml","other","Other","Unit"
"4644","Evosart 40Mg","Tablet","Medicine","Tablet"
"8382","Evox 400","Capsule","Medicine","Capsule"
"7537","Ewon Vitamin E 400Mg","Capsule","Medicine","Capsule"
"95103","Exactive Easy","Other","Other","Unit"
"2543","Exalyn Syrup 120Ml","","Medicine","Syrup"
"9345","Excellence","Tablet","Medicine","Tablet"
"2544","Exercise Ball","other","Other","Unit"
"6233","Exocin Eye Drop","eye drops","Medicine","Drops"
"2545","Exocin_ 5Ml","","Other","Unit"
"2546","Exopred 5 Ml","","Other","Unit"
"9319","Exopred Eye Drop","other","Other","Drops"
"2547","Expert Budy Shampoo","","Personal Care","Unit"
"2549","Eye Cup","","Other","Unit"
"2551","Eye Pad","Other","Other","Unit"
"2552","Eye Shield","","Other","Unit"
"2980","Eye Wash Cup","wash cup","Personal Care","Unit"
"4639","Ezemibe 10Mg","Tablet","Medicine","Tablet"
"2553","Ezita 10Mg","Tablet","Medicine","Tablet"
"2554","Ezium 20 Mg","Tablet","Medicine","Tablet"
"2555","Ezium 40Mg","Tablet","Medicine","Tablet"
"1508","Ezy Wax","oinment","Other","Unit"
"2556","F Clodax 500","","Other","Unit"
"2557","F-a-one 1Mg","Tablet","Medicine","Tablet"
"2558","F2zn","","Other","Unit"
"8028","Fa One","Tablet","Medicine","Tablet"
"9089","Face Care 12.5G","other","Other","Unit"
"6576","Face Fresh Gold","cream","Personal Care","Cream/Ointment"
"2559","Face Mask Osura","","Other","Unit"
"2560","Face Sheild","Other","Other","Unit"
"5860","Face Tissue","Other","Other","Unit"
"5605","Facia Advanced","Capsule","Medicine","Capsule"
